"openmlid";"algorithm";"seed";"chosenmodel";"errorrate";"runtime"
"40981";"lccv-adaptive";"3";"RandomForestClassifier";"0.1346";"848"
"40982";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.2082";"4444"
"41027";"lccv-adaptive";"4";"MLPClassifier";"0.1545";"9289"
"40982";"10cv-fix";"1";"GradientBoostingClassifier";"0.2097";"5248"
"4135";"lccv-adaptive";"7";"RandomForestClassifier";"0.0481";"17299"
"40983";"10cv-fix";"0";"GradientBoostingClassifier";"0.0157";"2238"
"4134";"lccv-adaptive";"8";"RandomForestClassifier";"0.1955";"15262"
"40983";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.0156";"2339"
"40982";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.2056";"5487"
"40984";"10cv-fix";"0";"ExtraTreesClassifier";"0.0645";"6027"
"4135";"10cv-fix";"7";"SGDClassifier";"0.0512";"22728"
"40978";"lccv-adaptive";"7";"PassiveAggressiveClassifier";"0.0326";"36615"
"40983";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.0156";"2370"
"40978";"10cv-fix";"6";"LinearSVC";"0.0355";"32665"
"41027";"10cv-fix";"4";"MLPClassifier";"0.1543";"15985"
"40984";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.0632";"3227"
"40981";"10cv-fix";"3";"RandomForestClassifier";"0.1261";"809"
"4538";"10cv-fix";"9";"ExtraTreesClassifier";"0.302";"11671"
"4134";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.2013";"16607"
"4134";"10cv-fix";"8";"RandomForestClassifier";"0.1945";"19655"
"40983";"10cv-fix";"1";"GradientBoostingClassifier";"0.0156";"2226"
"40996";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.1148";"31406"
"40996";"10cv-fix";"5";"ExtraTreesClassifier";"0.1167";"48961"
"4135";"lccv-adaptive";"8";"RandomForestClassifier";"0.0479";"18086"
"40701";"lccv-adaptive";"0";"RandomForestClassifier";"0.048";"4719"
"40981";"lccv-adaptive";"4";"RandomForestClassifier";"0.1364";"1011"
"41027";"lccv-adaptive";"5";"MLPClassifier";"0.1539";"9023"
"40982";"10cv-fix";"2";"GradientBoostingClassifier";"0.2051";"5211"
"40982";"10cv-fix";"3";"GradientBoostingClassifier";"0.2045";"5088"
"40978";"lccv-adaptive";"8";"LogisticRegression";"0.0278";"39072"
"40981";"10cv-fix";"4";"RandomForestClassifier";"0.1145";"865"
"4135";"lccv-adaptive";"9";"SGDClassifier";"0.0514";"17326"
"4135";"10cv-fix";"8";"SGDClassifier";"0.0512";"22012"
"4134";"10cv-fix";"9";"RandomForestClassifier";"0.1964";"19682"
"41027";"10cv-fix";"5";"MLPClassifier";"0.1537";"16124"
"40701";"lccv-adaptive";"1";"RandomForestClassifier";"0.0478";"4022"
"40984";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0573";"3214"
"40978";"10cv-fix";"7";"LogisticRegression";"0.0278";"33065"
"40983";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.0157";"2631"
"40981";"lccv-adaptive";"5";"RandomForestClassifier";"0.1351";"939"
"40996";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.1168";"30716"
"40701";"10cv-fix";"0";"RandomForestClassifier";"0.048";"2997"
"40996";"10cv-fix";"6";"ExtraTreesClassifier";"0.1167";"49236"
"40670";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.0373";"9398"
"40984";"10cv-fix";"1";"ExtraTreesClassifier";"0.0563";"5888"
"40983";"10cv-fix";"2";"GradientBoostingClassifier";"0.0157";"2160"
"41027";"lccv-adaptive";"6";"MLPClassifier";"0.1545";"9169"
"40982";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.2049";"5573"
"40701";"10cv-fix";"1";"RandomForestClassifier";"0.0478";"2996"
"40978";"10cv-fix";"8";"LinearSVC";"0.0291";"32089"
"40984";"10cv-fix";"2";"ExtraTreesClassifier";"0.0562";"5732"
"40981";"lccv-adaptive";"6";"RandomForestClassifier";"0.1336";"846"
"40978";"lccv-adaptive";"9";"LogisticRegression";"0.0278";"38288"
"40996";"10cv-fix";"7";"ExtraTreesClassifier";"0.1166";"49255"
"40996";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.1163";"31248"
"40983";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.0156";"2702"
"40984";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.0564";"3024"
"40982";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.2029";"3699"
"40981";"10cv-fix";"5";"RandomForestClassifier";"0.1354";"814"
"41027";"10cv-fix";"6";"MLPClassifier";"0.1544";"15477"
"41027";"lccv-adaptive";"7";"MLPClassifier";"0.1551";"8795"
"40701";"lccv-adaptive";"2";"RandomForestClassifier";"0.0477";"4338"
"40685";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0003";"12561"
"40983";"10cv-fix";"3";"GradientBoostingClassifier";"0.0157";"2098"
"4135";"10cv-fix";"9";"SGDClassifier";"0.0522";"21995"
"40670";"10cv-fix";"0";"GradientBoostingClassifier";"0.0373";"12618"
"40670";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.0372";"9218"
"40982";"10cv-fix";"4";"GradientBoostingClassifier";"0.205";"5315"
"40685";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.0003";"11900"
"40982";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.2065";"5284"
"40981";"10cv-fix";"6";"RandomForestClassifier";"0.1354";"796"
"40701";"lccv-adaptive";"3";"RandomForestClassifier";"0.0479";"3883"
"40983";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.0156";"2349"
"40981";"lccv-adaptive";"7";"RandomForestClassifier";"0.1362";"852"
"41027";"10cv-fix";"7";"MLPClassifier";"0.1549";"15626"
"40701";"10cv-fix";"2";"RandomForestClassifier";"0.0477";"3216"
"40996";"10cv-fix";"8";"ExtraTreesClassifier";"0.1166";"49240"
"40685";"10cv-fix";"0";"RandomForestClassifier";"0.0002";"18296"
"40982";"10cv-fix";"5";"GradientBoostingClassifier";"0.2053";"5384"
"40983";"10cv-fix";"4";"GradientBoostingClassifier";"0.0157";"2371"
"40670";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.0348";"9969"
"40984";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0564";"3912"
"40978";"10cv-fix";"9";"LinearSVC";"0.0344";"30061"
"40900";"lccv-adaptive";"0";"MLPClassifier";"0.0088";"1413"
"40670";"10cv-fix";"1";"GradientBoostingClassifier";"0.0351";"12500"
"40996";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.1163";"31849"
"40981";"10cv-fix";"7";"RandomForestClassifier";"0.1351";"812"
"40701";"10cv-fix";"3";"RandomForestClassifier";"0.0483";"2975"
"40984";"10cv-fix";"4";"ExtraTreesClassifier";"0.0567";"5892"
"40996";"10cv-fix";"9";"ExtraTreesClassifier";"0.1162";"49451"
"40685";"lccv-adaptive";"2";"RandomForestClassifier";"0.0002";"12286"
"40982";"10cv-fix";"6";"GradientBoostingClassifier";"0.2048";"5164"
"40670";"10cv-fix";"2";"GradientBoostingClassifier";"0.0373";"12046"
"40685";"10cv-fix";"1";"RandomForestClassifier";"0.0002";"18204"
"40670";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.0372";"10452"
"41027";"10cv-fix";"8";"MLPClassifier";"0.1543";"16576"
"40983";"10cv-fix";"5";"GradientBoostingClassifier";"0.0156";"2258"
"40701";"lccv-adaptive";"4";"RandomForestClassifier";"0.048";"3683"
"40984";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.056";"3125"
"40981";"lccv-adaptive";"8";"RandomForestClassifier";"0.1348";"923"
"41027";"lccv-adaptive";"9";"MLPClassifier";"0.1554";"9202"
"40900";"10cv-fix";"0";"LinearSVC";"0.0199";"3026"
"40982";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.206";"5042"
"40983";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.0157";"2070"
"40900";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.0064";"1521"
"40701";"10cv-fix";"4";"RandomForestClassifier";"0.0482";"3234"
"40984";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.056";"3047"
"40685";"10cv-fix";"2";"RandomForestClassifier";"0.0002";"18264"
"40983";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.0156";"2178"
"40981";"lccv-adaptive";"9";"RandomForestClassifier";"0.1352";"886"
"40670";"10cv-fix";"3";"GradientBoostingClassifier";"0.0373";"12083"
"40981";"10cv-fix";"8";"RandomForestClassifier";"0.1188";"898"
"40982";"10cv-fix";"7";"GradientBoostingClassifier";"0.2051";"5107"
"40984";"10cv-fix";"5";"ExtraTreesClassifier";"0.0568";"5887"
"40983";"10cv-fix";"6";"GradientBoostingClassifier";"0.0157";"2073"
"41027";"10cv-fix";"9";"MLPClassifier";"0.1541";"15633"
"40701";"lccv-adaptive";"5";"RandomForestClassifier";"0.0479";"4315"
"40900";"10cv-fix";"1";"LinearSVC";"0.0071";"3013"
"40670";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.0374";"10138"
"42732";"lccv-adaptive";"0";"BernoulliNB";"0.1133";"58331"
"40900";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0076";"1568"
"40982";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.2053";"5832"
"40685";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.0008";"11484"
"40983";"10cv-fix";"7";"GradientBoostingClassifier";"0.0157";"2169"
"40685";"lccv-adaptive";"4";"ExtraTreeClassifier";"0.0006";"12033"
"40670";"10cv-fix";"4";"GradientBoostingClassifier";"0.0351";"12554"
"40701";"10cv-fix";"5";"RandomForestClassifier";"0.0472";"3065"
"40984";"10cv-fix";"6";"ExtraTreesClassifier";"0.0641";"5835"
"40983";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.0157";"2081"
"40685";"10cv-fix";"3";"RandomForestClassifier";"0.0002";"18451"
"40701";"lccv-adaptive";"6";"RandomForestClassifier";"0.0487";"3659"
"40900";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.0076";"1441"
"40984";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0641";"3341"
"40982";"10cv-fix";"8";"GradientBoostingClassifier";"0.2035";"5364"
"40982";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.2051";"5054"
"42733";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.169";"26782"
"40981";"10cv-fix";"9";"RandomForestClassifier";"0.1341";"818"
"42732";"lccv-adaptive";"1";"MultinomialNB";"0.1133";"58628"
"40670";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.0372";"9890"
"40900";"10cv-fix";"2";"LinearSVC";"0.0109";"3119"
"40701";"10cv-fix";"6";"RandomForestClassifier";"0.0479";"3061"
"40984";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0564";"3489"
"40685";"10cv-fix";"4";"RandomForestClassifier";"0.0001";"18486"
"40701";"lccv-adaptive";"7";"RandomForestClassifier";"0.0477";"4031"
"40900";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0064";"1711"
"40670";"10cv-fix";"5";"GradientBoostingClassifier";"0.0372";"12486"
"40900";"10cv-fix";"3";"LinearSVC";"0.012";"2936"
"40983";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.0156";"2341"
"40983";"10cv-fix";"8";"GradientBoostingClassifier";"0.0156";"2151"
"42732";"10cv-fix";"1";"SGDClassifier";"0.1125";"58484"
"40685";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.0003";"12840"
"40670";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.0354";"9693"
"40982";"10cv-fix";"9";"GradientBoostingClassifier";"0.2103";"5254"
"42734";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.2641";"11138"
"42733";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.1664";"26708"
"40984";"10cv-fix";"7";"ExtraTreesClassifier";"0.0636";"6196"
"42733";"10cv-fix";"0";"BernoulliNB";"0.1714";"29183"
"42732";"lccv-adaptive";"2";"KNeighborsClassifier";"0.1253";"58555"
"40984";"10cv-fix";"8";"ExtraTreesClassifier";"0.0606";"5891"
"40900";"lccv-adaptive";"5";"MLPClassifier";"0.0092";"1461"
"40701";"lccv-adaptive";"8";"RandomForestClassifier";"0.048";"3582"
"40685";"10cv-fix";"5";"RandomForestClassifier";"0.0001";"18593"
"40685";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0003";"13833"
"40670";"10cv-fix";"6";"GradientBoostingClassifier";"0.0348";"12274"
"40701";"10cv-fix";"7";"RandomForestClassifier";"0.0478";"2934"
"40900";"10cv-fix";"4";"LinearSVC";"0.0104";"3171"
"42733";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.169";"26794"
"40670";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.0354";"9854"
"42733";"10cv-fix";"1";"BernoulliNB";"0.1687";"28891"
"40498";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.2978";"4252"
"40983";"10cv-fix";"9";"GradientBoostingClassifier";"0.0157";"2292"
"42734";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.2676";"11949"
"42734";"10cv-fix";"0";"GradientBoostingClassifier";"0.2668";"7951"
"42732";"lccv-adaptive";"3";"BernoulliNB";"0.1122";"58351"
"40900";"10cv-fix";"5";"LinearSVC";"0.0437";"3329"
"42733";"10cv-fix";"2";"BernoulliNB";"0.1714";"28789"
"40984";"10cv-fix";"9";"ExtraTreesClassifier";"0.0641";"6065"
"40670";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.0354";"9883"
"42734";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.2668";"10094"
"40701";"10cv-fix";"8";"RandomForestClassifier";"0.0466";"3050"
"42732";"lccv-adaptive";"4";"MultinomialNB";"0.1133";"58465"
"42733";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.169";"27083"
"40685";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0003";"11820"
"40685";"10cv-fix";"6";"RandomForestClassifier";"0.0002";"18423"
"40670";"10cv-fix";"7";"GradientBoostingClassifier";"0.0354";"12613"
"40701";"lccv-adaptive";"9";"RandomForestClassifier";"0.0476";"4009"
"40498";"10cv-fix";"0";"ExtraTreesClassifier";"0.2973";"7411"
"40498";"lccv-adaptive";"1";"RandomForestClassifier";"0.2933";"3832"
"40900";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0076";"1607"
"42734";"10cv-fix";"1";"GradientBoostingClassifier";"0.2618";"8249"
"41161";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0045";"43077"
"40701";"10cv-fix";"9";"RandomForestClassifier";"0.0477";"2934"
"40685";"10cv-fix";"7";"RandomForestClassifier";"0.0002";"18101"
"40900";"lccv-adaptive";"7";"MLPClassifier";"0.0108";"1383"
"40670";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.0348";"9571"
"42732";"10cv-fix";"4";"SGDClassifier";"0.1125";"57165"
"42733";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.169";"26403"
"40670";"10cv-fix";"8";"GradientBoostingClassifier";"0.0354";"12672"
"40498";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.2967";"3605"
"42734";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.265";"11419"
"40685";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.0008";"12393"
"42733";"10cv-fix";"3";"BernoulliNB";"0.1714";"30101"
"40498";"10cv-fix";"1";"ExtraTreesClassifier";"0.2951";"7305"
"41161";"10cv-fix";"0";"ExtraTreesClassifier";"0.0044";"49941"
"41161";"lccv-adaptive";"1";"QuadraticDiscriminantAnalysis";"0.0871";"43268"
"41162";"lccv-adaptive";"0";"BernoulliNB";"0.0379";"6671"
"42734";"10cv-fix";"2";"GradientBoostingClassifier";"0.2664";"8034"
"40900";"10cv-fix";"6";"LinearSVC";"0.0078";"3005"
"42733";"10cv-fix";"4";"BernoulliNB";"0.1714";"29193"
"40685";"10cv-fix";"8";"RandomForestClassifier";"0.0002";"18582"
"40498";"10cv-fix";"2";"ExtraTreesClassifier";"0.2996";"7312"
"40900";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0084";"1499"
"42732";"lccv-adaptive";"6";"MultinomialNB";"0.1122";"58056"
"40685";"lccv-adaptive";"9";"ExtraTreeClassifier";"0.0007";"11933"
"42733";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.1691";"27415"
"40498";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.2957";"3877"
"41161";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0044";"43122"
"42734";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.2677";"10417"
"41163";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0194";"28202"
"41162";"lccv-adaptive";"1";"MultinomialNB";"0.0384";"7129"
"41161";"10cv-fix";"1";"ExtraTreesClassifier";"0.0044";"49756"
"41162";"10cv-fix";"0";"BernoulliNB";"0.0384";"6310"
"40900";"10cv-fix";"7";"LinearSVC";"0.0104";"2925"
"40670";"10cv-fix";"9";"GradientBoostingClassifier";"0.0354";"12737"
"40685";"10cv-fix";"9";"RandomForestClassifier";"0.0002";"18474"
"42733";"10cv-fix";"5";"BernoulliNB";"0.1714";"28485"
"40900";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.0064";"1483"
"40498";"10cv-fix";"3";"ExtraTreesClassifier";"0.2963";"7116"
"42733";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.1691";"26232"
"42732";"lccv-adaptive";"7";"KNeighborsClassifier";"0.1245";"57495"
"40900";"10cv-fix";"8";"LinearSVC";"0.0088";"2995"
"40498";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.2973";"3399"
"41162";"10cv-fix";"1";"MultinomialNB";"0.0384";"6341"
"41164";"lccv-adaptive";"0";"SGDClassifier";"0.3012";"23108"
"41161";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.0043";"43730"
"41163";"10cv-fix";"0";"MLPClassifier";"0.027";"45961"
"41162";"lccv-adaptive";"2";"RandomForestClassifier";"0.0393";"6371"
"42734";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.265";"11203"
"41161";"10cv-fix";"2";"ExtraTreesClassifier";"0.0045";"49555"
"42734";"10cv-fix";"4";"GradientBoostingClassifier";"0.2641";"8207"
"41163";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0198";"27749"
"41161";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0044";"41435"
"42732";"lccv-adaptive";"8";"BernoulliNB";"0.1133";"58690"
"42734";"10cv-fix";"5";"GradientBoostingClassifier";"0.2631";"8054"
"42734";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.2659";"10781"
"41162";"lccv-adaptive";"3";"BernoulliNB";"0.0384";"6500"
"42733";"10cv-fix";"6";"BernoulliNB";"0.1714";"28612"
"42733";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.1664";"27436"
"41162";"10cv-fix";"2";"RandomForestClassifier";"0.039";"6191"
"41164";"10cv-fix";"0";"ExtraTreesClassifier";"0.2839";"26880"
"40498";"lccv-adaptive";"5";"RandomForestClassifier";"0.3011";"4211"
"41165";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.5668";"35728"
"41161";"10cv-fix";"3";"ExtraTreesClassifier";"0.0044";"49906"
"40900";"10cv-fix";"9";"MLPClassifier";"0.0088";"3113"
"40498";"10cv-fix";"4";"ExtraTreesClassifier";"0.2968";"7292"
"41162";"10cv-fix";"3";"BernoulliNB";"0.0379";"6268"
"41163";"10cv-fix";"2";"MLPClassifier";"0.0276";"45660"
"42733";"10cv-fix";"7";"BernoulliNB";"0.1687";"28898"
"42733";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.1664";"29354"
"41162";"lccv-adaptive";"4";"MultinomialNB";"0.0384";"7210"
"40498";"10cv-fix";"5";"ExtraTreesClassifier";"0.2977";"7333"
"41161";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.0043";"41828"
"41166";"lccv-adaptive";"0";"RandomForestClassifier";"0.3285";"27426"
"41164";"10cv-fix";"1";"ExtraTreesClassifier";"0.2887";"26589"
"41163";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.0194";"30326"
"42734";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.2667";"10992"
"42734";"10cv-fix";"6";"GradientBoostingClassifier";"0.2675";"7909"
"41161";"10cv-fix";"4";"ExtraTreesClassifier";"0.0044";"50116"
"41165";"10cv-fix";"0";"ExtraTreesClassifier";"0.5665";"56669"
"42732";"lccv-adaptive";"9";"BernoulliNB";"0.1133";"57991"
"41165";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.5674";"35408"
"40498";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.2941";"3788"
"41162";"10cv-fix";"4";"MultinomialNB";"0.0379";"6344"
"41163";"10cv-fix";"3";"MLPClassifier";"0.0263";"46156"
"41166";"10cv-fix";"0";"RandomForestClassifier";"0.3287";"39609"
"42734";"10cv-fix";"7";"GradientBoostingClassifier";"0.2661";"8222"
"42734";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.2671";"10950"
"41162";"lccv-adaptive";"5";"RandomForestClassifier";"0.0393";"7023"
"42733";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.1656";"25300"
"41163";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0192";"30424"
"41161";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0044";"43796"
"40498";"10cv-fix";"6";"ExtraTreesClassifier";"0.2983";"7010"
"40498";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.2908";"3969"
"41165";"10cv-fix";"1";"RandomForestClassifier";"0.5584";"57058"
"41161";"10cv-fix";"5";"ExtraTreesClassifier";"0.0044";"50342"
"41166";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.3334";"26857"
"42733";"10cv-fix";"8";"BernoulliNB";"0.1714";"28905"
"41164";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.2849";"20910"
"41164";"10cv-fix";"2";"ExtraTreesClassifier";"0.2845";"26584"
"41165";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.5683";"36881"
"40498";"10cv-fix";"7";"ExtraTreesClassifier";"0.2962";"7027"
"41162";"lccv-adaptive";"6";"MultinomialNB";"0.0379";"6352"
"42734";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.268";"10974"
"42733";"10cv-fix";"9";"BernoulliNB";"0.1687";"29209"
"42734";"10cv-fix";"8";"GradientBoostingClassifier";"0.2683";"8533"
"40498";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.2947";"3708"
"41161";"10cv-fix";"6";"ExtraTreesClassifier";"0.0044";"49227"
"41165";"10cv-fix";"2";"RandomForestClassifier";"0.5561";"57658"
"41165";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.5662";"35891"
"41163";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.0196";"28725"
"41168";"lccv-adaptive";"0";"RandomForestClassifier";"0.2943";"19895"
"41164";"10cv-fix";"3";"ExtraTreesClassifier";"0.2858";"27153"
"41166";"10cv-fix";"1";"RandomForestClassifier";"0.3289";"40204"
"41163";"10cv-fix";"4";"MLPClassifier";"0.0268";"46025"
"41161";"lccv-adaptive";"7";"QuadraticDiscriminantAnalysis";"0.0871";"43605"
"41166";"lccv-adaptive";"2";"RandomForestClassifier";"0.3287";"26344"
"41163";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0193";"30113"
"40498";"10cv-fix";"8";"ExtraTreesClassifier";"0.2982";"7316"
"41161";"10cv-fix";"7";"ExtraTreesClassifier";"0.0043";"50581"
"41165";"10cv-fix";"3";"RandomForestClassifier";"0.5559";"57648"
"41164";"10cv-fix";"4";"ExtraTreesClassifier";"0.2845";"27051"
"41162";"10cv-fix";"6";"MultinomialNB";"0.0379";"6092"
"40498";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.2982";"4378"
"41161";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0044";"43921"
"42734";"10cv-fix";"9";"GradientBoostingClassifier";"0.2636";"8088"
"41163";"10cv-fix";"5";"MLPClassifier";"0.0274";"46306"
"41166";"10cv-fix";"2";"RandomForestClassifier";"0.3284";"39670"
"41169";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.6453";"20803"
"41165";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.565";"36118"
"41166";"lccv-adaptive";"3";"RandomForestClassifier";"0.3284";"27484"
"41168";"lccv-adaptive";"1";"RandomForestClassifier";"0.2946";"19590"
"41168";"10cv-fix";"0";"ExtraTreesClassifier";"0.3051";"34677"
"41162";"lccv-adaptive";"7";"MultinomialNB";"0.0379";"6698"
"41163";"10cv-fix";"6";"MLPClassifier";"0.0267";"46357"
"41161";"10cv-fix";"8";"ExtraTreesClassifier";"0.0044";"50205"
"41164";"10cv-fix";"5";"ExtraTreesClassifier";"0.285";"27049"
"41161";"lccv-adaptive";"9";"QuadraticDiscriminantAnalysis";"0.0871";"42563"
"41165";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.5635";"35849"
"40498";"10cv-fix";"9";"ExtraTreesClassifier";"0.2975";"7231"
"41142";"lccv-adaptive";"0";"RandomForestClassifier";"0.2786";"14830"
"41168";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.3049";"20062"
"41165";"10cv-fix";"4";"RandomForestClassifier";"0.5567";"56554"
"41164";"lccv-adaptive";"6";"SGDClassifier";"0.303";"21877"
"41162";"lccv-adaptive";"8";"BernoulliNB";"0.0379";"6908"
"41166";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.333";"27203"
"41168";"10cv-fix";"1";"ExtraTreesClassifier";"0.3046";"34553"
"41163";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0197";"29883"
"41169";"10cv-fix";"0";"ExtraTreesClassifier";"0.6455";"37879"
"41166";"10cv-fix";"3";"RandomForestClassifier";"0.3284";"39932"
"41162";"10cv-fix";"7";"MultinomialNB";"0.0379";"6132"
"41169";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.6465";"20621"
"41142";"10cv-fix";"0";"RandomForestClassifier";"0.2784";"32336"
"41166";"10cv-fix";"4";"RandomForestClassifier";"0.3282";"39579"
"41162";"lccv-adaptive";"9";"BernoulliNB";"0.0379";"6598"
"41164";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.2853";"22720"
"41169";"10cv-fix";"1";"ExtraTreesClassifier";"0.6447";"38137"
"41163";"10cv-fix";"7";"MLPClassifier";"0.0261";"45892"
"41166";"lccv-adaptive";"5";"RandomForestClassifier";"0.3283";"27437"
"41142";"lccv-adaptive";"1";"RandomForestClassifier";"0.278";"15199"
"41165";"10cv-fix";"5";"RandomForestClassifier";"0.5644";"56027"
"41161";"10cv-fix";"9";"ExtraTreesClassifier";"0.0043";"49913"
"41164";"10cv-fix";"6";"ExtraTreesClassifier";"0.2842";"27401"
"41162";"10cv-fix";"8";"BernoulliNB";"0.0384";"6477"
"41143";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.1939";"9830"
"41168";"10cv-fix";"2";"ExtraTreesClassifier";"0.3052";"34429"
"41168";"lccv-adaptive";"3";"RandomForestClassifier";"0.295";"19252"
"41165";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.5658";"35324"
"41163";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0197";"31232"
"41169";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.6451";"20233"
"41168";"10cv-fix";"3";"ExtraTreesClassifier";"0.3049";"34954"
"41164";"10cv-fix";"7";"SGDClassifier";"0.3017";"29212"
